"A","B","C","D","E","F","G","H","I","J","K","L"
6.9987024471348036e-01,3.9292953050134416e-01,0.0000000000000000e+00,2.5652651093941242e-01,1.3242727518177941e-01,4.3537591093685662e-01,2.7223554573621039e-01,0.0000000000000000e+00,3.8310935466598361e-01,1.1001849103028521e-01,6.4318561036503263e-01,8.5545540227368289e-01
8.7399752637858352e-01,4.0570035454620240e-01,0.0000000000000000e+00,2.9863976112840262e-02,9.6552408580590464e-04,1.5296593145610826e-01,4.4356212689478086e-01,0.0000000000000000e+00,4.4379553934231741e-01,2.4167542356477811e-01,9.2677971259624869e-01,6.5846280206656105e-01
8.5889933276146491e-01,1.5659626393347478e-01,0.0000000000000000e+00,3.0098865086734483e-01,1.4258138126057507e-01,4.0386089808273368e-01,8.2878299342256059e-02,0.0000000000000000e+00,6.5985167256687238e-01,3.6681299901406456e-01,7.3848920783134320e-02,3.9567778409308341e-01
6.7045180004079885e-01,3.3561684732528196e-01,0.0000000000000000e+00,3.0200061243751042e-01,3.0819936607896120e-01,3.5429408288869041e-01,2.7706705515784380e-01,0.0000000000000000e+00,4.3067334662970880e-01,2.9412899489891442e-01,7.9365928813569586e-01,8.3079139026728965e-01
2.6845255588937844e-01,1.9144594070781323e-01,0.0000000000000000e+00,2.4639673032820841e-01,3.7244391144990813e-01,3.2041116836571609e-01,7.0997899468961762e-02,0.0000000000000000e+00,6.8936917111838869e-01,1.3384218191959887e-01,8.7983355625008985e-01,7.7967138811267445e-01
6.0585482727122386e-02,4.5471145447880584e-01,0.0000000000000000e+00,2.2424101443761021e-01,3.1432974841854666e-01,3.6887607793224425e-01,1.5056251660212297e-01,0.0000000000000000e+00,9.8843703073879574e-02,3.9067843571770733e-01,1.9461587564100702e-01,3.2615790087229524e-01
4.5117847531789534e-01,2.5503084323998632e-01,0.0000000000000000e+00,3.5603729834625431e-01,1.5521947329521646e-01,2.8577144600440585e-01,3.4589858417667874e-01,0.0000000000000000e+00,8.7209905663093990e-01,2.4027946824431820e-01,3.4427679875855999e-01,8.0944070733364715e-01
1.8316940740311116e-01,1.0913253533634505e-01,0.0000000000000000e+00,3.5402920236422747e-01,3.3034920532500128e-01,1.3181398387672555e-01,2.2356607425058167e-01,0.0000000000000000e+00,1.2709533903068038e-01,1.1674979544000061e-01,8.1730720097870524e-02,6.5540001636250111e-01
3.6394788396663547e-02,8.6141767583896328e-02,0.0000000000000000e+00,3.9250674330699853e-01,1.8354583867056012e-01,9.6301226449506450e-02,2.5979837973499170e-01,0.0000000000000000e+00,7.8648593544039502e-01,3.0068711300801654e-01,9.8962974920911018e-01,2.8804140748990181e-01
9.0857523620904157e-03,9.7995891284659353e-02,0.0000000000000000e+00,5.6364381889840207e-02,2.1556382827183168e-01,1.2565932089237388e-02,2.2115654238290691e-01,0.0000000000000000e+00,6.9652457238844279e-01,4.3499220789681153e-01,3.0277430089248791e-01,9.4950882086553690e-01
4.2105535805458283e-02,4.5264555800504735e-01,0.0000000000000000e+00,8.8696224218614311e-02,2.1363878819693843e-02,2.3257614673084703e-01,2.2987040691516114e-01,0.0000000000000000e+00,3.6922663121092181e-01,4.5009344458112516e-01,2.6016627653569779e-01,1.1232124771824825e-01
1.5069755041384703e-01,1.8887858738700869e-01,0.0000000000000000e+00,8.6318630525804754e-02,3.3947848258296925e-01,3.0715874086479916e-01,1.2667891148965105e-01,0.0000000000000000e+00,4.0725412410460837e-01,1.0297480610902786e-01,4.7778834560859673e-01,9.0582818285455535e-01
2.9057306063274613e-02,4.4754667338861479e-02,0.0000000000000000e+00,4.4006656363400104e-01,2.4437852269072730e-01,2.3955217210328483e-01,3.6458990694246007e-01,0.0000000000000000e+00,3.9590022732951025e-01,3.4577951582283128e-01,9.1689872191211985e-01,8.1975943403379548e-02
1.1993352646215949e-01,3.5384533390182549e-01,0.0000000000000000e+00,1.7687365851232453e-01,4.0962629636582987e-01,2.8859999845074735e-01,2.1907049808256093e-01,0.0000000000000000e+00,8.4528048979322823e-01,3.1283056021981009e-01,9.5387895467189798e-01,3.7186623224370718e-02
2.8915036442454856e-02,3.3642348763485369e-01,0.0000000000000000e+00,2.4824040455066387e-01,4.8585792882808211e-03,1.7139839476641738e-01,2.1297388160875949e-01,0.0000000000000000e+00,8.6688277841670458e-01,4.4132645140274251e-01,6.4556681187533504e-01,4.6271749263107376e-01
7.5505977082434006e-01,1.7292297963054724e-02,0.0000000000000000e+00,1.4799610590606593e-01,6.5885866223829484e-02,2.3351190460185781e-01,1.4026120187342153e-01,0.0000000000000000e+00,4.6834237450129157e-01,5.7096710041491638e-02,4.8466063757897682e-01,5.5332908721497431e-01
8.5994419230157848e-01,3.6759803013140538e-02,0.0000000000000000e+00,5.4360562617486723e-02,1.4852720288331045e-01,1.8909631296194424e-01,8.6986989597348865e-03,0.0000000000000000e+00,3.0912002888594148e-01,1.2180252084987743e-01,9.6766314425784872e-01,2.7185130266982105e-01
4.1124705362373848e-01,8.9892025846213655e-02,0.0000000000000000e+00,2.6071239052191464e-01,2.5184889075480793e-01,3.3391127552979460e-02,3.7221303018668489e-01,0.0000000000000000e+00,4.1752370986451548e-01,4.8395443586592224e-01,1.1587964693370600e-01,3.8391648773176423e-01
9.2800940992819925e-01,1.0204353795418106e-01,0.0000000000000000e+00,3.0273340623120093e-01,6.3640956893132455e-02,4.0449839370607038e-01,6.8672338719139248e-02,0.0000000000000000e+00,2.4292418374899261e-01,3.4102509533826914e-01,7.4429868085188455e-01,3.6852702186020947e-01
2.6925831673331446e-01,4.6991136215831464e-01,0.0000000000000000e+00,4.6936347278814305e-01,2.2252560470844528e-02,2.7194357219298421e-01,4.0361987903844238e-01,0.0000000000000000e+00,3.7700001312478859e-02,2.2009857632468283e-01,1.4545102294508894e-02,4.4081086615586229e-01
6.2025418569762825e-01,1.0980002791292404e-01,0.0000000000000000e+00,2.3889728107934330e-01,3.8658684068614896e-01,1.2131484257053153e-01,4.2499778679255301e-01,0.0000000000000000e+00,5.0523298157805496e-01,1.5621920007728587e-01,1.9315281164264975e-01,7.6513446140332730e-02
9.5970874723985422e-01,4.3714075716864947e-01,0.0000000000000000e+00,4.4536462792353532e-01,9.0017410347748156e-02,6.4645385071580727e-02,1.4673049253342191e-01,0.0000000000000000e+00,3.0660680365937298e-01,1.4330145705904770e-01,4.7575965468235681e-01,4.6274293470662031e-01
2.3381860042307023e-02,1.4317951219976258e-01,0.0000000000000000e+00,2.4906818085561347e-01,2.2546751401531576e-02,1.0988223646265391e-01,1.0889403257497966e-01,0.0000000000000000e+00,4.3359598144868783e-01,1.3395545631519074e-01,5.0731742839082328e-01,7.4243230871057131e-01
9.0923008686950357e-01,4.3733968687277625e-01,0.0000000000000000e+00,8.3053512226587092e-02,2.0904562881268662e-01,4.2526994126614998e-01,1.8987950095651795e-01,0.0000000000000000e+00,8.6741929881427615e-01,3.2908394577853545e-01,3.3945725870267540e-01,3.2086353969640680e-01
7.4859895219710704e-01,4.7312025876354202e-01,0.0000000000000000e+00,8.6260917335542572e-02,3.5716456384700840e-01,2.2323702608775894e-01,4.8660236238832113e-03,0.0000000000000000e+00,5.6713354462366516e-01,2.0467295711046180e-01,3.9468143777593334e-01,5.5340070175030109e-01
1.4778834071591751e-02,3.9634622823279714e-01,0.0000000000000000e+00,3.0998352919842822e-03,1.7096947072471275e-01,2.9781574780470649e-01,2.2700423530600148e-02,0.0000000000000000e+00,4.6247729441986096e-01,2.8790430977689269e-01,1.2651326297866494e-01,6.3459816061998997e-01
4.9835370860065575e-01,1.1345709281289680e-01,0.0000000000000000e+00,1.4341173814362393e-01,1.0121467218945601e-01,2.6795729402040264e-01,1.5102476936354794e-02,0.0000000000000000e+00,1.8576249942372325e-01,2.6624336418007780e-03,6.3135823733720775e-01,2.6113574104535209e-01
9.7696595653111484e-01,2.4286557500717532e-01,0.0000000000000000e+00,2.1965263963980594e-01,5.6997789734174735e-02,2.3647473622135823e-01,3.1380931157743053e-01,0.0000000000000000e+00,3.9195815583425064e-01,4.0592627355132843e-01,9.4936369289716005e-01,5.7552404542803348e-01
8.4727137934705121e-01,1.7000107641602635e-01,0.0000000000000000e+00,1.4291717502692494e-01,1.6716622552012800e-01,2.1406781348906390e-01,2.9455497186301871e-01,0.0000000000000000e+00,5.4828425619420185e-01,2.7830485633634378e-01,7.6972778616455129e-01,9.2120780606752217e-01
4.8576002518448447e-01,3.4177435878347248e-02,0.0000000000000000e+00,4.1716292310412038e-02,3.2184126982018507e-01,3.4409996469572063e-01,3.1660645196945580e-01,0.0000000000000000e+00,5.7617101734421894e-01,4.5137686365113944e-01,7.6224654671516379e-01,9.9251433289505031e-01
8.0602323025171674e-01,1.7594455814134058e-01,0.0000000000000000e+00,2.8185357751171519e-01,9.1849982792115301e-02,3.3386178348412604e-01,2.3356384575813033e-01,0.0000000000000000e+00,2.0061694782385264e-01,3.4681788059498903e-01,1.9637148747705924e-01,3.7864533346120233e-01
9.2978034253700104e-01,3.5211535337457239e-01,0.0000000000000000e+00,3.3442660570380150e-01,1.4863486600131634e-01,3.1986749365653516e-01,2.6596418618229156e-01,0.0000000000000000e+00,1.2302873005961157e-01,3.9791442118542064e-01,2.6358456495354066e-02,5.8371012354510032e-03
8.6809373547414403e-01,3.7332590656539977e-01,0.0000000000000000e+00,2.8899080640946734e-01,3.9035600743307017e-02,4.8393755473860316e-02,3.5625359009366048e-01,0.0000000000000000e+00,4.9041505047910228e-01,2.2232575134648988e-01,7.2351694472487016e-01,9.4643281691896197e-01
1.7383915872470523e-01,2.2507769943547720e-01,0.0000000000000000e+00,8.0902096147146718e-02,1.4472584479445433e-01,3.9111517741709995e-01,4.4618903927871617e-01,0.0000000000000000e+00,1.4117309443658943e-01,7.8492217898017108e-02,5.6979845729892342e-01,3.0872908499974994e-01
2.0985980975410712e-02,9.5251602904248112e-02,0.0000000000000000e+00,1.6529928647315248e-01,4.5591736944969685e-01,1.0889053363814974e-01,9.1942597639627449e-02,0.0000000000000000e+00,2.8431608840180189e-01,1.3894063905138149e-01,9.2392961993555134e-01,1.9022035400819570e-01
6.9793161506843449e-01,1.9026750503327969e-01,0.0000000000000000e+00,1.8633752769170350e-01,1.5814671952137266e-01,3.8293716842406089e-01,3.1416842807788209e-01,0.0000000000000000e+00,6.1810239801132516e-01,2.1289582477859653e-01,2.8777145277298066e-01,3.9368362828521275e-01
9.8937888638621319e-01,3.0131969646820073e-01,0.0000000000000000e+00,2.7461933426664631e-01,2.4044352656794968e-01,4.2126306802172037e-01,1.5572519282271127e-01,0.0000000000000000e+00,9.2512788519501288e-01,4.0775725831942211e-01,1.0860180161805455e-01,3.5400678157857079e-01
7.1510078312525627e-01,4.5804414418293271e-01,0.0000000000000000e+00,1.6925096934110037e-01,3.1424081634432860e-01,1.1475800550848962e-01,1.7585451750219119e-01,0.0000000000000000e+00,2.1620445048216452e-01,4.2427908981820840e-02,3.4780983476076921e-01,4.2311534081282010e-01
6.2538479579417161e-01,2.8012635921992923e-01,0.0000000000000000e+00,6.4104855035448188e-02,4.7192904847277944e-01,1.0960206905248933e-01,3.5886787173706103e-01,0.0000000000000000e+00,5.2906894080574340e-01,2.0719366989931845e-01,6.9981886092468115e-01,9.0320474217182078e-01
8.7245457127912540e-01,2.8066094497211291e-01,0.0000000000000000e+00,3.9883639784711000e-01,4.5328062865026586e-01,2.9788036040352084e-01,2.7272181643043292e-01,0.0000000000000000e+00,7.7831129148105416e-01,1.3698165973621776e-01,7.1403539511096348e-02,5.3820384555378387e-01
6.4666674739039487e-01,3.1625644427888028e-01,0.0000000000000000e+00,6.8365571333243988e-02,6.0597686833390819e-02,9.5918360735347194e-02,4.2410434911661993e-01,0.0000000000000000e+00,6.7693635518153172e-01,7.6549117007838521e-02,2.1395103639113566e-01,5.7905784994336873e-01
9.4495878843748438e-02,4.6718174692366427e-01,0.0000000000000000e+00,1.2305915929995890e-02,3.7112081538413588e-01,4.7357428780759880e-01,1.0884519459194324e-01,0.0000000000000000e+00,7.2159955191585889e-01,2.8024830733434491e-01,8.5808820663399787e-02,6.6029348557530265e-01
7.9244560772624251e-01,3.7223236353774880e-01,0.0000000000000000e+00,4.6750081744868210e-01,3.4765674163920313e-01,1.0640860642541429e-01,1.4715880473189077e-01,0.0000000000000000e+00,5.7388474827722180e-01,8.3959317114034551e-02,9.3309404652075978e-01,1.4880814838448808e-01
1.4584751594215706e-01,4.2220731380001869e-01,0.0000000000000000e+00,2.0463482676227596e-01,2.9655006892857605e-01,3.6753061771813683e-01,2.3621671039687739e-01,0.0000000000000000e+00,2.6735129459382478e-01,6.2820396560588701e-02,6.2753089332723966e-01,1.2073622505018089e-01
2.8025244481954159e-01,3.2133104305173199e-01,0.0000000000000000e+00,1.6993692217294531e-01,2.8161202749704978e-01,5.3576351323148343e-02,1.8819377305037324e-01,0.0000000000000000e+00,8.8335902329799376e-02,1.9050940645258135e-01,8.4626604752406775e-01,6.1666530424333721e-01
3.4254134198788910e-01,1.0203929454712053e-01,0.0000000000000000e+00,3.0614621795787628e-01,1.8910093893284091e-01,4.5964989752943425e-01,1.4376993751705636e-01,0.0000000000000000e+00,7.1189516510975359e-01,1.2646025287667137e-01,3.4125172486221467e-01,3.6105906033572222e-02
5.8172212778595744e-02,2.4561608775637284e-01,0.0000000000000000e+00,2.2727643794835703e-01,1.3904035636480366e-01,2.5287256338457748e-01,4.6165373718214375e-01,0.0000000000000000e+00,8.4538839978653368e-01,3.9671806778868379e-01,7.8624448882534481e-01,4.6041991315730790e-01
5.2525958716408327e-01,4.1390312800343365e-01,0.0000000000000000e+00,3.4777688993751094e-01,1.4392879006032644e-01,4.4583829097507227e-01,1.0550639522488534e-01,0.0000000000000000e+00,9.4873089308225023e-01,2.9866979966187618e-01,3.9158666703661260e-01,3.5229504815013279e-01
5.4637881692000101e-01,6.2084559743411490e-02,0.0000000000000000e+00,2.9759689861810995e-01,3.9353893345845259e-01,2.9245437796820256e-01,6.4845112296687865e-02,0.0000000000000000e+00,5.0544172717660873e-01,1.0725383625645149e-01,7.3360334049266385e-01,9.8246673938704987e-01
1.0819021267690587e-01,3.1359143655700750e-02,0.0000000000000000e+00,3.1657421104320821e-01,1.2176660212482490e-01,2.2065059746419946e-01,2.7091556579942633e-01,0.0000000000000000e+00,5.6128304700689902e-01,3.7264040974544460e-01,8.2941333619467317e-01,5.1473659349181333e-01
1.5185938833314361e-01,1.3314358940045035e-01,0.0000000000000000e+00,2.1861595099096881e-01,2.3172438463643330e-01,1.3078244782073786e-01,1.0887923794484591e-01,0.0000000000000000e+00,6.1386005818217182e-01,2.0545830350410538e-02,3.1149876291804390e-01,9.0323435383349415e-01
5.9625673572071647e-01,1.6964186196102229e-01,0.0000000000000000e+00,1.4479187890128703e-01,4.8156134102263698e-01,2.9451792874500610e-01,2.5170707139621312e-01,0.0000000000000000e+00,8.8080590547936533e-01,4.8366065635341471e-01,4.3194874613899858e-01,9.1949647239950005e-01
6.7100502222734359e-01,1.0154277856713166e-01,0.0000000000000000e+00,4.2110974666632234e-01,1.9295353937677071e-01,1.7110203248143996e-01,2.7542602900719249e-01,0.0000000000000000e+00,6.1516325398205951e-01,1.3771317060532370e-01,1.6052623487120976e-01,6.1745388520633293e-01
9.6019863781351589e-01,3.3903430840337023e-01,0.0000000000000000e+00,2.5941500358077985e-01,1.6641323728253504e-01,4.2693752919884759e-01,1.3777180287157612e-01,0.0000000000000000e+00,8.2283955635630757e-01,4.0275733595018792e-01,4.2511221447956560e-01,8.3124270567789327e-01
7.3920228029042745e-01,2.9150181749599552e-01,0.0000000000000000e+00,3.3626173058407377e-01,2.2855682989591308e-01,2.6018846570937632e-01,1.1333280243124227e-01,0.0000000000000000e+00,6.0413064390650084e-01,6.6751192645599047e-02,1.9023068302826562e-01,5.0872415907593282e-02
8.4934753686615538e-01,2.0222749046298477e-01,0.0000000000000000e+00,1.7985967670666811e-01,1.0643901413270312e-01,1.8065311627976172e-01,1.3593130820300589e-01,0.0000000000000000e+00,4.1638995553195279e-01,2.4677049970424747e-01,3.9098016647679312e-02,7.1135528892932709e-01
8.9761491824447770e-01,9.2976027121967730e-02,0.0000000000000000e+00,5.0501813807136914e-03,1.8665960711828922e-01,1.8850995223073241e-01,3.4631566113092416e-01,0.0000000000000000e+00,1.9596870797640920e-01,2.6268243415652603e-01,8.1716242800280692e-01,1.4407777344957617e-01
6.0392374620262523e-01,4.5467726517136464e-01,0.0000000000000000e+00,4.5941835799399366e-01,2.6079270047815922e-01,1.9840455465372339e-01,1.6902411899166753e-01,0.0000000000000000e+00,6.2869421046859997e-01,8.0580467470963549e-02,8.2899710241353608e-01,9.6313756059132016e-01
6.9823130305728109e-01,4.1696861864867790e-01,0.0000000000000000e+00,6.1018448396168830e-02,4.2102487108444342e-01,2.7505166649406565e-01,3.5078976209329171e-01,0.0000000000000000e+00,5.3014259943627473e-01,2.8204836425020291e-01,6.9584340034609893e-02,3.9251089034918984e-01
9.4338673636826886e-01,2.0336018339475281e-01,0.0000000000000000e+00,2.5126217050498145e-01,4.3388657738821718e-01,9.3075095076028083e-02,7.8508065542876468e-02,0.0000000000000000e+00,5.3073322924145261e-01,3.7830645877042818e-01,5.6490388706149752e-01,8.6799123718538174e-01
4.8450533188548994e-01,1.6587120093186131e-01,0.0000000000000000e+00,4.1588566018612372e-01,4.2657175427989674e-01,1.3432920016064567e-01,4.8486614684057766e-02,0.0000000000000000e+00,6.8815935688473107e-01,3.4399642448902562e-01,7.9305476896273763e-02,5.7957785030666220e-01
6.9963745091175555e-01,2.5349068062985014e-01,0.0000000000000000e+00,2.7256438642006181e-01,3.2176310617442763e-02,4.1369879885289018e-01,4.8710843458176467e-01,0.0000000000000000e+00,7.6954333774271477e-01,1.1081819774099752e-01,9.5199661508077593e-01,9.9118517083267688e-01
9.1430345863314955e-01,1.2757323102925403e-01,0.0000000000000000e+00,2.7833449210195105e-01,4.3442553942068823e-01,2.0349016438978212e-01,1.4723248885376619e-01,0.0000000000000000e+00,5.5295584527222053e-01,1.3500716978953534e-01,8.3681464815119622e-03,9.4703699695814114e-01
4.7334518187770502e-01,3.3187715805988821e-01,0.0000000000000000e+00,4.3485823614893643e-01,6.8156357952291274e-02,2.7141441730139321e-01,3.9206412706305849e-01,0.0000000000000000e+00,1.0398634091493730e-01,2.3304787037328353e-01,6.5869897218296081e-01,7.4139656245543972e-01
7.5677160728249326e-01,3.4466211110627326e-01,0.0000000000000000e+00,2.6832145324392181e-01,1.1145040187448495e-01,2.7487802603991163e-01,4.6398511400275849e-01,0.0000000000000000e+00,5.6368856017620228e-01,4.2265514065677290e-01,2.4752422487012593e-02,1.5765182641249642e-01
5.4806003548770743e-02,4.0914513498661820e-01,0.0000000000000000e+00,2.5511519187022730e-01,4.5327903110587453e-01,3.3271109929739584e-02,6.6498476523773123e-02,0.0000000000000000e+00,6.3252460765165219e-01,1.3644838251662830e-01,4.5123008198281855e-02,3.8528255762573482e-01
3.4309875213973462e-01,1.6534249886864064e-01,0.0000000000000000e+00,3.1355342541217590e-01,3.7827081803019980e-01,3.3005526177577421e-01,3.5476541794839711e-01,0.0000000000000000e+00,5.6494939094058516e-01,2.6005424369324792e-01,8.4285503566768116e-01,7.0899465069445533e-01
5.1533164068047399e-01,1.7300644882404262e-01,0.0000000000000000e+00,2.3864232821530054e-01,4.6452920412952636e-01,2.6231602325480030e-01,2.5360609611281471e-01,0.0000000000000000e+00,9.0921052084476339e-01,2.4464417836019833e-01,8.9246650947455497e-01,5.7289448914415808e-01
4.7265102433324890e-01,3.8875476349384669e-01,0.0000000000000000e+00,4.1769367036952998e-01,1.4372165162286019e-01,3.1091964806550073e-02,2.4310436295225013e-01,0.0000000000000000e+00,8.4605086578730648e-01,7.4474603240680295e-02,2.8170570563296060e-01,8.7723463625132658e-01
5.5074765406891935e-01,3.4671407465726606e-01,0.0000000000000000e+00,3.8801013999782213e-01,4.8716114630574142e-01,1.0560290519920583e-01,2.3719302298541523e-01,0.0000000000000000e+00,1.7566763786075312e-01,1.7096724794731225e-01,2.5071542033311034e-01,6.0323691870185159e-01
3.8519932003198210e-01,4.8266626201660545e-01,0.0000000000000000e+00,4.3742068479501112e-01,2.1017279020230640e-02,6.0768346803175083e-02,3.4600773255861988e-01,0.0000000000000000e+00,9.0605858437924014e-01,8.8869524951863982e-02,7.3820694815052557e-01,1.0997967295656652e-01
3.8254899532996700e-01,4.2195944806693692e-01,0.0000000000000000e+00,3.3016986660505776e-01,1.2055094617645906e-01,4.7792241174303790e-01,3.1437791670989168e-01,0.0000000000000000e+00,9.2746867287288492e-01,3.2027759293831476e-02,8.5705090401058825e-01,5.8485722725158307e-01
2.7465761199971817e-01,4.7236323442627359e-01,0.0000000000000000e+00,2.4544919395723433e-01,4.4441066767219095e-01,3.8070132021460666e-02,2.6458673800155058e-01,0.0000000000000000e+00,6.4735605780556482e-01,2.8137462597817652e-02,8.0091086127248334e-01,1.2551382626617302e-01
9.4750851857393004e-01,5.7667414197758171e-02,0.0000000000000000e+00,3.6186416268177701e-02,3.9551333357297636e-01,4.1768803625213469e-01,1.9244386688487711e-01,0.0000000000000000e+00,7.2249880871375716e-01,2.7046019613043870e-01,5.3495117840990369e-02,2.2778819404750283e-01
8.1616433462599081e-01,4.7237590599369034e-01,0.0000000000000000e+00,3.0118902536902557e-02,3.2296906686750157e-02,4.4062874255532139e-02,3.9772627086773732e-01,0.0000000000000000e+00,7.3906649083038300e-01,3.9887832865337626e-02,5.1635006543114148e-02,7.3179685340296752e-01
1.0002055465885440e-01,7.1023017030007976e-02,0.0000000000000000e+00,1.2001683872436850e-01,1.2784078211348787e-01,2.0033437781966776e-01,3.7275935770147084e-01,0.0000000000000000e+00,1.2280018217589173e-01,4.6540710029557486e-01,3.7732127800051085e-02,1.5749107892677228e-01
5.5238690792626466e-01,3.8657177014160909e-01,0.0000000000000000e+00,1.8550210280685908e-01,5.0870489154139741e-02,4.1403452654938128e-01,1.9508139601497543e-01,0.0000000000000000e+00,4.7715883335634124e-01,6.4393953633327880e-02,5.6224203625791946e-01,7.9917078973247668e-01
9.1074625405285459e-01,1.3821551670030549e-01,0.0000000000000000e+00,4.5991643101940035e-03,2.2913667460017711e-01,3.1425377699633378e-01,3.6615461872202298e-01,0.0000000000000000e+00,3.5790751023084222e-01,1.0787618865449909e-01,9.8156550277214993e-01,8.6206039419602476e-01
6.8216599499490171e-01,4.3628478461235537e-01,0.0000000000000000e+00,4.2480817237108209e-01,1.7762239665946561e-01,7.8513201802541954e-02,1.9338106453698431e-01,0.0000000000000000e+00,9.3417423011424416e-02,1.6733663126545700e-01,8.6062995407896725e-01,9.0039022850266326e-02
5.8256645279202934e-01,1.9045827844249102e-01,0.0000000000000000e+00,2.5981857129144792e-01,3.3793718101816156e-01,1.1940585542455195e-01,3.3874846050148888e-01,0.0000000000000000e+00,6.4795795759366115e-01,4.6110695914542220e-02,5.5407801180767069e-01,8.0568299146874978e-01
4.4456039484722876e-02,2.9387780247328277e-01,0.0000000000000000e+00,3.8362779456190654e-01,4.4631040083024637e-01,2.0286315268634636e-01,5.3339943570347116e-03,0.0000000000000000e+00,4.1960981209449177e-01,1.0498429059884563e-01,1.2204851437079944e-01,3.4200341192031991e-01
1.9441938012839266e-01,2.5264524612789879e-01,0.0000000000000000e+00,3.0029270851712719e-01,1.7290990102593901e-01,4.1532978892122885e-01,4.3827807615092051e-01,0.0000000000000000e+00,3.6488743574007354e-01,2.7405397772188944e-01,7.1216854906245719e-01,9.8119746339432612e-01
3.5956685754884932e-01,4.5950371353451265e-02,0.0000000000000000e+00,1.7839315476226171e-02,8.7210407898338255e-02,3.4277358381635446e-02,2.8243786509022867e-01,0.0000000000000000e+00,3.4681077058279852e-01,4.2656040902329584e-01,3.1353848584272948e-01,5.2314271996964190e-01
6.5455535460299008e-01,1.5716361634665382e-01,0.0000000000000000e+00,4.1912505270545197e-01,5.2516783500920962e-02,3.7687333506879439e-01,3.2579647807676798e-01,0.0000000000000000e+00,5.7941080580971605e-01,1.4583743423795346e-02,3.3709202968564833e-02,5.6878384046508623e-01
2.0874809485099344e-01,2.1052259711573118e-01,0.0000000000000000e+00,3.8818700820513424e-01,2.1667089642961435e-01,3.8061662491692483e-01,2.3333669923366958e-03,0.0000000000000000e+00,6.4152750761243582e-01,3.9286268853110184e-01,9.1633065198247898e-01,4.7705825128315782e-01
7.6603953843346528e-01,1.8580995783266850e-02,0.0000000000000000e+00,3.0912628722900531e-01,3.6466189896388551e-01,1.7708020287629059e-01,2.5079255491361552e-01,0.0000000000000000e+00,5.8806538461720037e-01,9.0281200459634559e-03,8.1323364418840383e-01,9.3010294303269769e-01
9.2115373237973852e-01,2.8541195537510361e-01,0.0000000000000000e+00,1.2820416672585772e-01,4.2402838882634247e-01,6.3107872760718775e-02,2.9638298532508944e-01,0.0000000000000000e+00,6.1477725510691861e-01,3.7145320824539468e-01,4.3357931799496563e-01,8.3219461962188213e-02
9.1691126656042865e-01,7.6927983390026947e-02,0.0000000000000000e+00,4.0117090762357038e-01,2.7353144131032875e-01,2.7616561005732365e-01,3.5205706988739260e-01,0.0000000000000000e+00,5.0794776377563045e-01,3.8726867975151980e-01,1.6743552601717004e-02,5.9312912433308740e-01
3.8040001893262820e-01,1.7471600654517749e-01,0.0000000000000000e+00,1.5132603250416113e-01,3.7482387557087715e-01,1.1026621295817840e-01,4.2023765729041856e-01,0.0000000000000000e+00,7.7491206136268498e-01,7.6451092136959262e-02,2.2022583472863477e-01,9.0164597623930853e-01
4.8402841958414333e-01,1.4934706584918700e-01,0.0000000000000000e+00,2.4963174033136737e-01,4.8504513952321429e-02,2.4871313847208396e-01,2.5851354007703525e-01,0.0000000000000000e+00,4.0565617868648651e-01,4.8128667868294323e-01,9.7869150248969694e-01,5.8533126646929046e-01
1.4208866842543655e-01,3.5554398345016780e-01,0.0000000000000000e+00,2.1901478226532009e-01,4.8634079980042982e-01,3.8841492806392058e-01,1.7806662239994644e-01,0.0000000000000000e+00,4.5373491963593726e-01,2.2123506497726683e-01,3.1064761996208556e-01,1.1342001991464379e-01
6.6556444204133092e-01,9.5905136455371576e-02,0.0000000000000000e+00,4.1213532407507153e-01,2.2328723815178958e-01,1.2958847001944346e-01,1.2963015918078150e-01,0.0000000000000000e+00,3.5714630647215229e-01,1.3847128822946006e-01,6.2222485645663239e-02,3.3510879217786527e-01
9.6871175430929046e-02,2.7361842152717319e-01,0.0000000000000000e+00,1.7887360996363935e-01,1.9706730566423700e-01,9.6620017099409275e-02,4.4102152495903507e-01,0.0000000000000000e+00,8.9112278601814032e-01,3.8347882221511675e-01,7.9651236803768732e-01,5.4763503741861475e-01
5.0800920243917980e-01,1.7569653305465235e-01,0.0000000000000000e+00,4.6924023165769391e-01,1.7362487209018132e-01,3.5929089980411966e-01,6.3328330369263025e-02,0.0000000000000000e+00,7.0815017506876110e-01,8.6561801533723559e-02,1.8712313864130747e-02,5.9764488796344883e-02
3.4205378629727989e-01,2.1359132532065905e-01,0.0000000000000000e+00,1.1569458622419722e-01,2.2279747286538984e-01,4.4638967555378117e-01,4.7279894567318742e-01,0.0000000000000000e+00,1.3714788370816544e-01,1.4371668253318692e-01,4.8720031771689443e-01,5.5911647496351602e-01
1.9589439218915450e-01,3.8141647074149915e-01,0.0000000000000000e+00,1.2898716875919625e-01,1.6281442327596041e-01,4.5018437856206475e-02,1.3679943401463338e-01,0.0000000000000000e+00,9.5841187039142017e-01,7.4822270163236657e-02,4.8079073492498048e-01,1.4834495950935200e-01
9.5511262066355118e-01,2.8910352525852223e-01,0.0000000000000000e+00,4.4607262202079517e-01,8.5138852432880552e-02,4.5603311990970646e-01,3.9216122314634194e-01,0.0000000000000000e+00,1.9328267062875049e-01,2.7788824151914748e-01,7.1222576254331704e-02,5.6640283883847875e-01
